Date Reported,Date of Occurrence,Time of Occurrence,City,Severity,Crime Description,Victim Age,Victim Gender,Weapon Used
27-09-2021,17-09-2021,11,Navi Mumbai,1,Domestic Violence,54,Female,Knife
24-01-2022,21-01-2022,6,14th Road (Khar),6,Murder,10,Other,Poison
07-08-2023,05-08-2023,1,Vasai Village,7,Sexual Assault,51,Other,Gun
03-01-2021,31-12-2020,21,Thakur Complex (Kandivali East),1,Sexual Assault,73,Female,Blunt Object
11-03-2021,09-03-2021,7,Goregaon Industrial Area,9,Human Trafficking,48,Male,Acid
11-05-2024,08-05-2024,0,Juhu Market,3,Human Trafficking,70,Female,Blunt Object
14-02-2023,07-02-2023,8,Andheri West,5,Kidnapping,70,Other,Gun
28-02-2021,19-02-2021,5,Juhu Market,4,Robbery,72,Male,Blunt Object
24-09-2020,17-09-2020,4,Virar East Colony,6,Chain Snatching,39,Male,Knife
03-12-2024,01-12-2024,8,Andheri West,7,Drug Possession,57,Male,Acid
21-11-2023,21-11-2023,10,Oshiwara,5,Murder,64,Male,None
05-10-2020,25-09-2020,23,Vasai Village,2,Chain Snatching,53,Male,Poison
29-06-2022,20-06-2022,23,Bhayandar West,1,Domestic Violence,26,Male,Explosives
17-10-2021,16-10-2021,12,Dahisar East,1,Vehicle Theft,42,Other,Explosives
10-12-2021,06-12-2021,1,Vasai Bazaar,7,Chain Snatching,79,Other,Knife
09-06-2021,02-06-2021,9,Rawalpada (Dahisar),7,Chain Snatching,9,Female,Knife
30-07-2024,28-07-2024,0,Khar West,2,Cyber Crime,77,Female,None
25-05-2022,20-05-2022,20,Borivali Industrial Area,8,Domestic Violence,59,Male,None
20-10-2024,14-10-2024,15,Andheri West,9,Robbery,79,Male,Blunt Object
17-07-2022,08-07-2022,22,Goregaon West,3,Murder,20,Male,Knife
21-04-2020,16-04-2020,22,Carter Road,5,Cyber Crime,21,Male,None
05-11-2021,29-10-2021,14,Four Bungalows,2,Vehicle Theft,65,Other,Poison
18-03-2021,08-03-2021,18,Belapur,5,Human Trafficking,15,Female,Gun
27-06-2020,23-06-2020,7,Ambedkar Road (Khar),7,Sexual Assault,76,Female,Blunt Object
01-07-2024,28-06-2024,10,Vashi,6,Kidnapping,72,Male,Explosives
27-12-2021,25-12-2021,4,Dahisar Industrial Area,5,Kidnapping,23,Male,Blunt Object
19-06-2021,10-06-2021,22,Vasai Bazaar,6,Sexual Assault,55,Female,Acid
24-03-2020,18-03-2020,23,Bhayandar Camp,8,Cyber Crime,49,Other,Blunt Object
23-07-2023,13-07-2023,0,Malad Industrial Area,9,Vehicle Theft,69,Male,Gun
12-07-2023,02-07-2023,6,Navi Mumbai South,8,Fraud,80,Male,Poison
04-03-2021,25-02-2021,10,Malad West,7,Robbery,32,Female,Acid
22-08-2022,16-08-2022,1,Chaitanya Nagar (Santacruz East),9,Chain Snatching,48,Female,Acid
03-10-2024,01-10-2024,4,Bangur Nagar (Goregaon),8,Attempt to Murder,76,Male,Explosives
04-04-2024,03-04-2024,4,Liliya Nagar (Malad),2,Kidnapping,30,Male,Blunt Object
23-08-2023,18-08-2023,10,Nerul,5,Attempt to Murder,10,Male,Acid
06-08-2022,02-08-2022,17,Nerul West,8,Extortion,13,Male,Poison
10-08-2020,07-08-2020,10,Borivali East,8,Sexual Assault,43,Other,Explosives
13-07-2020,07-07-2020,8,Santacruz Industrial Area,7,Vehicle Theft,12,Male,Knife
05-01-2022,30-12-2021,19,Malad Market Area,4,Fraud,5,Female,None
14-06-2022,09-06-2022,8,Ambedkar Road (Khar),1,Kidnapping,27,Male,Acid
07-04-2023,06-04-2023,14,Nerul,3,Domestic Violence,12,Male,Poison
02-09-2023,01-09-2023,16,Navi Mumbai Industrial Area,2,Riot,44,Other,Blunt Object
31-01-2023,25-01-2023,12,Sant Dnyaneshwar Nagar,9,Riot,6,Other,Poison
03-09-2022,02-09-2022,1,Goregaon West,8,Vehicle Theft,12,Female,Explosives
26-09-2022,21-09-2022,7,Nerul West,7,Attempt to Murder,63,Other,Explosives
17-01-2023,10-01-2023,11,Dahanukar Wadi (Kandivali West),3,Kidnapping,21,Female,Poison
18-10-2022,09-10-2022,15,Jogeshwari Industrial Area,9,Theft,6,Other,None
13-02-2020,08-02-2020,21,Vasai East Town,4,Attempt to Murder,52,Other,Knife
20-09-2020,10-09-2020,5,Vasai East Town,6,Sexual Assault,50,Other,Acid
05-01-2021,04-01-2021,12,Behram Baug (Jogeshwari),8,Vehicle Theft,60,Other,Knife
28-04-2020,27-04-2020,0,Agripada (Santacruz East),1,Murder,5,Male,Gun
08-07-2021,05-07-2021,18,Bhayandar Village,2,Domestic Violence,49,Male,Explosives
19-01-2022,18-01-2022,9,Shimpoli,4,Extortion,36,Male,Blunt Object
20-01-2023,19-01-2023,6,Tata Blocks,8,Kidnapping,56,Other,Blunt Object
21-10-2023,18-10-2023,14,Navi Mumbai Harbour,4,Murder,69,Male,Poison
27-01-2023,20-01-2023,19,Prabhat Colony (Santacruz East),9,Extortion,36,Male,Blunt Object
28-01-2023,18-01-2023,1,Navi Mumbai Harbour,6,Domestic Violence,31,Male,None
30-11-2023,20-11-2023,4,Sahar Airport,6,Vehicle Theft,23,Male,Gun
25-05-2021,16-05-2021,6,Bhayandar Market,3,Theft,6,Other,Blunt Object
05-01-2022,03-01-2022,22,Dindoshi (Malad),8,Drug Possession,54,Other,Poison
28-02-2024,24-02-2024,11,Airoli,3,Sexual Assault,71,Other,Blunt Object
28-05-2021,24-05-2021,15,Juhu Beach Area,1,Extortion,77,Female,Gun
21-01-2020,12-01-2020,10,Shastri Nagar (Jogeshwari),7,Extortion,72,Male,Knife
02-11-2021,25-10-2021,15,Saki Naka,4,Human Trafficking,27,Male,Knife
16-04-2021,12-04-2021,1,Jankalyan Nagar (Malad),8,Cyber Crime,28,Other,Acid
18-09-2024,16-09-2024,9,Chakala Naka,4,Theft,41,Female,Gun
01-09-2021,23-08-2021,15,Bhayandar Camp,6,Human Trafficking,13,Male,Blunt Object
25-05-2020,23-05-2020,4,Juhu Scheme,3,Robbery,62,Male,Explosives
14-01-2022,04-01-2022,8,Virar Market,6,Theft,62,Male,Knife
07-12-2023,03-12-2023,0,KR Nagar (Jogeshwari),6,Human Trafficking,58,Male,Gun
19-12-2022,16-12-2022,16,Navi Mumbai Harbour,5,Murder,22,Male,Acid
13-05-2022,06-05-2022,18,Bhayandar West,6,Robbery,28,Male,None
27-05-2024,19-05-2024,8,Juhu Village,6,Sexual Assault,16,Other,Acid
12-10-2023,10-10-2023,3,Pratiksha Nagar (Jogeshwari),5,Robbery,25,Other,Poison
02-02-2020,23-01-2020,5,Pali Hill,7,Fraud,68,Other,Blunt Object
17-04-2020,08-04-2020,8,Mira Road Junction,5,Vehicle Theft,12,Female,Blunt Object
28-07-2022,21-07-2022,19,New Panvel,8,Cyber Crime,6,Other,None
09-09-2021,01-09-2021,12,Lokhandwala,7,Cyber Crime,16,Male,Gun
22-01-2023,22-01-2023,17,Vasai Village,5,Drug Possession,53,Female,Blunt Object
29-09-2023,24-09-2023,12,Navi Mumbai,7,Human Trafficking,29,Male,None
15-05-2022,07-05-2022,7,Kora Kendra,6,Sexual Assault,33,Other,Gun
04-06-2022,02-06-2022,19,Andheri West,1,Sexual Assault,68,Other,Knife
21-02-2024,18-02-2024,14,Marol,2,Extortion,65,Male,Blunt Object
21-07-2022,18-07-2022,5,Ambedkar Road (Khar),8,Chain Snatching,52,Other,Poison
18-07-2023,09-07-2023,14,Kopar Khairane West,8,Human Trafficking,13,Other,Gun
03-11-2024,30-10-2024,16,Bandra West,7,Theft,62,Male,Blunt Object
26-01-2020,25-01-2020,4,Prabhat Colony (Santacruz East),3,Fraud,51,Other,Poison
30-12-2022,29-12-2022,7,Vakola Pipeline (Santacruz East),3,Theft,58,Other,Poison
11-12-2022,01-12-2022,17,Pandurang Wadi (Goregaon),9,Cyber Crime,52,Male,None
07-02-2021,29-01-2021,19,Dahanukar Wadi (Kandivali West),1,Robbery,57,Male,Explosives
31-10-2023,24-10-2023,23,Pali Hill,1,Domestic Violence,66,Other,Acid
31-05-2021,29-05-2021,17,Shanti Nagar (Dahisar),9,Cyber Crime,76,Female,Poison
25-05-2022,24-05-2022,15,Vasai Industrial Area,3,Domestic Violence,79,Female,Poison
14-07-2022,04-07-2022,18,Liliya Nagar (Malad),1,Riot,35,Female,None
01-05-2024,28-04-2024,23,Navi Mumbai Harbour,1,Cyber Crime,13,Male,Acid
14-05-2021,05-05-2021,21,Chaitanya Nagar (Santacruz East),2,Extortion,6,Other,Acid
29-12-2022,25-12-2022,15,Navi Mumbai West,4,Extortion,20,Female,Gun
09-01-2024,03-01-2024,18,Vasai West Town,7,Murder,44,Other,Explosives
21-12-2023,21-12-2023,21,Chakala Naka,7,Theft,7,Female,Acid
06-10-2024,28-09-2024,19,Janupada (Kandivali East),9,Theft,22,Male,Blunt Object
04-12-2021,28-11-2021,12,Nehru Nagar (Vile Parle),9,Robbery,33,Female,Gun
10-11-2021,04-11-2021,15,Mira Road West,5,Sexual Assault,61,Female,Knife
16-09-2022,10-09-2022,23,Juhu Scheme,4,Fraud,76,Female,Poison
02-01-2023,28-12-2022,18,Juhu Beach Area,8,Human Trafficking,19,Female,Blunt Object
03-04-2022,30-03-2022,3,Patilwadi (Jogeshwari),9,Cyber Crime,44,Other,Blunt Object
25-12-2024,23-12-2024,6,Pratiksha Nagar (Jogeshwari),4,Theft,59,Other,Explosives
21-09-2024,11-09-2024,16,Virar West Industrial Area,7,Kidnapping,37,Female,None
07-07-2023,06-07-2023,4,Andheri West,9,Murder,27,Female,Knife
03-08-2021,01-08-2021,6,Ambujwadi (Malad),5,Theft,10,Male,Knife
05-01-2022,02-01-2022,8,Santacruz Market Area,3,Sexual Assault,5,Other,None
11-04-2020,07-04-2020,19,Momin Nagar (Jogeshwari),3,Domestic Violence,64,Other,Blunt Object
23-08-2023,16-08-2023,19,Malcolm Baug (Jogeshwari),8,Riot,23,Female,None
20-04-2022,13-04-2022,20,Mira Road Junction,8,Extortion,50,Other,Poison
30-08-2020,20-08-2020,14,Jogeshwari Market Area,1,Theft,8,Female,Poison
25-01-2021,23-01-2021,4,Shastri Nagar (Jogeshwari),8,Chain Snatching,38,Other,Explosives
16-11-2024,09-11-2024,11,14th Road (Khar),2,Murder,6,Other,Knife
21-12-2021,13-12-2021,1,Bandra Kurla Complex,6,Kidnapping,9,Other,Blunt Object
10-01-2022,31-12-2021,1,Navi Mumbai Harbour,4,Human Trafficking,7,Male,None
23-11-2020,15-11-2020,23,Versova,9,Riot,49,Female,Blunt Object
24-03-2024,14-03-2024,10,Mhatre Wadi (Dahisar),2,Riot,10,Male,Poison
19-02-2023,12-02-2023,10,Bhayandar Market,7,Theft,46,Other,Explosives
27-10-2023,22-10-2023,19,Sainik Nagar (Jogeshwari),5,Vehicle Theft,5,Male,Gun
21-06-2024,21-06-2024,4,18th Road (Khar),3,Human Trafficking,61,Male,Poison
08-04-2020,01-04-2020,12,Santacruz West,6,Chain Snatching,17,Female,Explosives
28-07-2020,18-07-2020,0,Irla (Vile Parle),3,Fraud,52,Male,Knife
21-12-2020,12-12-2020,3,LIC Colony (Borivali),2,Chain Snatching,40,Other,Blunt Object
27-03-2023,25-03-2023,20,Pali Hill,7,Robbery,56,Other,Poison
22-03-2023,16-03-2023,10,Jogeshwari East,8,Human Trafficking,42,Other,Explosives
20-09-2024,16-09-2024,16,Oshiwara,9,Vehicle Theft,14,Female,Blunt Object
07-03-2022,06-03-2022,2,KR Nagar (Jogeshwari),1,Kidnapping,56,Other,None
28-09-2021,21-09-2021,6,Thakur Village (Kandivali East),6,Sexual Assault,33,Male,Gun
16-12-2021,12-12-2021,18,Vashi Residential,9,Domestic Violence,47,Male,Knife
16-03-2020,13-03-2020,14,Santacruz West,7,Robbery,73,Female,Explosives
21-09-2021,17-09-2021,16,Borivali West,7,Domestic Violence,65,Other,Acid
12-02-2020,08-02-2020,13,Navi Mumbai Tech Park,8,Kidnapping,43,Female,Poison
15-06-2021,09-06-2021,0,Navi Mumbai Seawoods Phase 2,6,Theft,15,Male,Acid
01-12-2020,24-11-2020,22,Chakala Naka,2,Attempt to Murder,70,Male,Gun
08-09-2023,03-09-2023,5,Bandra Kurla Complex,8,Kidnapping,65,Female,None
12-02-2024,07-02-2024,9,Bhayandar Village,5,Vehicle Theft,73,Other,Acid
31-03-2024,23-03-2024,18,Malad Market Area,4,Attempt to Murder,16,Male,Explosives
26-08-2024,16-08-2024,19,Goregaon Central,4,Extortion,20,Other,Blunt Object
23-02-2022,17-02-2022,12,Khar Market Area,9,Vehicle Theft,11,Male,None
19-01-2022,09-01-2022,21,Orlem (Malad),3,Fraud,26,Male,None
24-04-2021,15-04-2021,21,Ambujwadi (Malad),4,Extortion,79,Female,Explosives
09-12-2023,09-12-2023,9,Ambujwadi (Malad),8,Domestic Violence,61,Male,Explosives
23-04-2023,21-04-2023,4,Jankalyan Nagar (Malad),8,Riot,51,Male,Acid
01-06-2022,27-05-2022,3,Navi Mumbai,9,Riot,11,Male,Explosives
05-11-2021,02-11-2021,0,Sainik Nagar (Jogeshwari),4,Riot,50,Other,None
29-06-2022,27-06-2022,13,Bhayandar East,5,Murder,33,Other,None
04-08-2020,29-07-2020,2,Santacruz Industrial Area,6,Extortion,19,Male,Blunt Object
20-02-2024,16-02-2024,9,Santacruz West,2,Robbery,16,Female,Poison
29-12-2020,21-12-2020,23,Damu Nagar (Kandivali East),6,Vehicle Theft,20,Male,Gun
10-10-2022,06-10-2022,4,Vasai Industrial Area,3,Attempt to Murder,6,Male,Blunt Object
11-11-2024,03-11-2024,5,Virar West,2,Drug Possession,24,Female,Acid
16-06-2024,07-06-2024,1,Kandivali East,5,Domestic Violence,38,Male,Blunt Object
11-04-2020,04-04-2020,15,Mira Road Colony,9,Extortion,70,Male,Knife
04-07-2020,30-06-2020,0,Oshiwara,9,Human Trafficking,41,Other,Knife
07-02-2021,05-02-2021,13,Avdhut Nagar (Dahisar),6,Kidnapping,70,Female,Blunt Object
04-04-2020,27-03-2020,4,Mira Road Cantonment,9,Theft,23,Other,Blunt Object
18-12-2024,12-12-2024,12,Kamothe,1,Theft,7,Female,None
23-01-2021,15-01-2021,21,Charkop (Kandivali West),3,Human Trafficking,55,Male,None
07-10-2023,27-09-2023,20,Marol Naka,1,Domestic Violence,31,Other,Gun
01-11-2023,23-10-2023,10,Jogeshwari Market Area,3,Robbery,19,Female,Blunt Object
07-07-2024,05-07-2024,8,Avdhut Nagar (Dahisar),2,Robbery,25,Other,Explosives
04-07-2020,28-06-2020,20,Malvani (Malad),4,Fraud,68,Female,Explosives
12-12-2020,03-12-2020,0,Santacruz West,1,Theft,44,Male,Gun
01-05-2020,29-04-2020,14,Amrut Nagar (Jogeshwari),6,Sexual Assault,31,Other,None
30-09-2021,26-09-2021,12,Anand Nagar (Dahisar),5,Robbery,65,Female,None
13-06-2022,11-06-2022,6,Khar Market Area,8,Extortion,16,Male,None
17-06-2023,12-06-2023,1,Vasai West Town,4,Sexual Assault,71,Male,None
16-10-2021,07-10-2021,21,Avdhut Nagar (Dahisar),3,Sexual Assault,35,Female,Acid
04-04-2022,27-03-2022,19,Airoli,7,Sexual Assault,15,Other,Poison
07-04-2023,29-03-2023,6,Borivali Industrial Area,7,Fraud,34,Male,Poison
04-03-2022,28-02-2022,13,Charkop (Kandivali West),3,Extortion,56,Female,Acid
18-07-2021,18-07-2021,19,Vasai Road Area,1,Sexual Assault,16,Other,Poison
08-05-2020,04-05-2020,12,Damu Nagar (Kandivali East),4,Riot,73,Female,Acid
05-03-2024,24-02-2024,20,Juhu Market,4,Robbery,69,Other,Explosives
17-06-2022,13-06-2022,9,Bangur Nagar (Goregaon),9,Drug Possession,80,Female,Explosives
20-11-2022,16-11-2022,21,Kopar Khairane West,8,Drug Possession,17,Male,Poison
25-07-2021,25-07-2021,9,Carter Road,2,Riot,75,Female,Explosives
13-05-2021,05-05-2021,1,Bandra Fort Area,2,Attempt to Murder,45,Male,Poison
04-12-2022,30-11-2022,21,Juhu,1,Murder,46,Male,Gun
05-04-2021,05-04-2021,19,Saki Naka,3,Fraud,19,Other,Gun
23-03-2022,13-03-2022,6,Bhayandar Market,1,Vehicle Theft,49,Other,Explosives
20-07-2020,10-07-2020,22,Virar Market,3,Riot,54,Other,Blunt Object
30-01-2020,26-01-2020,20,Irla (Vile Parle),1,Human Trafficking,45,Other,Explosives
16-05-2024,10-05-2024,20,Bhayandar Central,6,Riot,49,Male,Acid
22-12-2021,13-12-2021,21,Versova,8,Human Trafficking,9,Female,Knife
01-10-2022,21-09-2022,23,Goregaon West,8,Kidnapping,42,Female,None
04-08-2022,30-07-2022,10,NESCO Colony (Goregaon),2,Kidnapping,51,Male,Acid
13-11-2022,05-11-2022,20,Behram Baug (Jogeshwari),4,Riot,15,Male,Acid
13-05-2023,12-05-2023,15,Navi Mumbai West,1,Vehicle Theft,53,Male,Acid
22-07-2021,22-07-2021,16,Davri Nagar (Santacruz East),1,Chain Snatching,39,Other,None
08-09-2020,31-08-2020,5,NL Complex (Dahisar),6,Robbery,14,Other,Explosives
07-03-2023,28-02-2023,12,Agripada (Santacruz East),6,Domestic Violence,26,Male,Poison
05-02-2020,05-02-2020,4,Navi Mumbai Industrial Area,1,Cyber Crime,45,Other,Gun
18-02-2020,15-02-2020,11,Andheri East,8,Extortion,63,Other,Knife
27-06-2021,19-06-2021,13,Poisar (Kandivali West),9,Vehicle Theft,36,Male,None
07-08-2023,28-07-2023,4,Navi Mumbai Industrial Area,2,Human Trafficking,53,Female,None
19-08-2021,11-08-2021,21,Kora Kendra,5,Vehicle Theft,44,Male,Blunt Object
03-07-2022,24-06-2022,16,Goregaon Industrial Area,4,Fraud,31,Female,Knife
06-03-2020,29-02-2020,9,Airoli,8,Human Trafficking,32,Female,Knife
09-02-2020,08-02-2020,4,Goregaon West,7,Human Trafficking,16,Female,Blunt Object
17-11-2020,14-11-2020,7,Tata Blocks,6,Cyber Crime,5,Male,Explosives
15-09-2023,13-09-2023,14,Virar Junction,8,Chain Snatching,57,Female,Knife
05-01-2023,30-12-2022,20,Pali Hill,4,Attempt to Murder,23,Male,Explosives
23-06-2023,22-06-2023,8,Vakola Pipeline (Santacruz East),4,Theft,71,Female,Knife
30-12-2023,29-12-2023,17,21st Road (Khar),6,Kidnapping,56,Other,None
15-07-2022,13-07-2022,12,Hanuman Nagar (Kandivali East),7,Murder,74,Female,Blunt Object
21-02-2022,19-02-2022,1,Amrut Nagar (Jogeshwari),4,Extortion,28,Other,Poison
10-03-2023,03-03-2023,12,Bandra West,4,Riot,24,Other,Acid
19-04-2021,12-04-2021,9,KC Marg,9,Cyber Crime,34,Male,Knife
20-12-2020,11-12-2020,19,Vile Parle West,2,Domestic Violence,64,Female,Acid
25-11-2024,17-11-2024,2,Borivali Industrial Area,6,Fraud,54,Female,Explosives
22-03-2020,13-03-2020,16,Juhu Village,9,Extortion,68,Male,Explosives
20-03-2024,19-03-2024,4,Sainik Nagar (Jogeshwari),8,Theft,10,Other,None
20-05-2022,18-05-2022,2,Lokhandwala,9,Murder,76,Female,Knife
08-02-2023,30-01-2023,7,Vasai Village,5,Human Trafficking,77,Male,Gun
09-02-2023,05-02-2023,6,Dahanukar Wadi (Kandivali West),1,Chain Snatching,18,Male,Knife
12-02-2023,09-02-2023,11,Orlem (Malad),8,Vehicle Theft,73,Other,Knife
01-06-2023,24-05-2023,20,Shivaji Nagar (Santacruz East),6,Human Trafficking,8,Other,Blunt Object
06-11-2020,05-11-2020,10,Bhayandar West,5,Drug Possession,19,Other,None
30-09-2024,25-09-2024,21,Shivaji Nagar (Santacruz East),4,Kidnapping,36,Male,Acid
14-11-2023,14-11-2023,20,Vashi Residential,1,Extortion,66,Other,Explosives
13-12-2024,13-12-2024,8,Navi Mumbai Harbour,8,Kidnapping,38,Male,Explosives
28-07-2024,23-07-2024,3,Vashi Residential,5,Kidnapping,23,Male,Explosives
16-11-2021,12-11-2021,0,Jogeshwari Industrial Area,1,Attempt to Murder,32,Other,Poison
12-10-2020,04-10-2020,1,Virar Industrial Area,3,Cyber Crime,80,Male,Poison
02-01-2023,27-12-2022,20,Ekta Colony,1,Extortion,64,Other,Gun
26-12-2024,18-12-2024,4,Virar West Industrial Area,1,Fraud,13,Female,Blunt Object
10-06-2021,04-06-2021,10,Kora Kendra,8,Chain Snatching,79,Male,Gun
08-01-2022,01-01-2022,13,Virar Station Area,3,Kidnapping,63,Other,None
15-01-2021,08-01-2021,11,Davri Nagar (Santacruz East),4,Chain Snatching,8,Male,Acid
10-06-2023,10-06-2023,6,Navi Mumbai Central,8,Robbery,66,Female,Acid
30-06-2022,21-06-2022,22,Versova,4,Chain Snatching,33,Male,Poison
24-09-2024,18-09-2024,7,Navi Mumbai Central,5,Attempt to Murder,38,Female,Explosives
12-07-2024,03-07-2024,4,Andheri East,3,Cyber Crime,79,Other,Explosives
01-09-2024,25-08-2024,17,21st Road (Khar),9,Drug Possession,19,Female,Gun
07-06-2022,31-05-2022,23,Jogeshwari Industrial Area,6,Vehicle Theft,15,Female,None
10-08-2022,06-08-2022,18,Malad West,6,Extortion,8,Female,Gun
23-03-2022,21-03-2022,7,Virar Station Area,3,Attempt to Murder,6,Other,Acid
13-04-2024,13-04-2024,13,Andheri Hills,9,Cyber Crime,60,Female,Knife
23-01-2024,15-01-2024,8,Davri Nagar (Santacruz East),1,Fraud,75,Female,Knife
11-02-2023,01-02-2023,0,Nerul West,9,Kidnapping,10,Male,Blunt Object
24-11-2020,24-11-2020,11,Ghansoli,7,Sexual Assault,40,Other,Knife
20-11-2024,15-11-2024,15,Virar Market,8,Drug Possession,23,Male,Poison
05-11-2022,28-10-2022,17,Vashi,2,Theft,52,Other,Poison
20-09-2020,20-09-2020,7,Vasai Industrial Area,2,Drug Possession,74,Female,None
16-01-2022,11-01-2022,6,Vasai Village,4,Human Trafficking,65,Male,Acid
16-01-2021,06-01-2021,1,Goregaon East,5,Extortion,59,Other,Knife
08-07-2022,03-07-2022,4,Andheri East,5,Human Trafficking,40,Male,Acid
05-08-2022,04-08-2022,15,Mhatre Wadi (Dahisar),8,Sexual Assault,43,Female,Blunt Object
16-11-2024,09-11-2024,5,Rawalpada (Dahisar),9,Cyber Crime,20,Female,None
25-06-2021,21-06-2021,13,Kopar Khairane West,5,Sexual Assault,51,Male,Explosives
18-08-2020,14-08-2020,11,Jogeshwari Market Area,7,Sexual Assault,37,Male,Blunt Object
04-10-2022,02-10-2022,15,Andheri Hills,7,Sexual Assault,23,Male,Blunt Object
07-07-2021,07-07-2021,18,Vasai West Town,5,Chain Snatching,59,Male,Explosives
28-07-2022,20-07-2022,12,Andheri Hills,9,Human Trafficking,23,Female,Knife
23-12-2023,22-12-2023,6,Dahisar East,6,Human Trafficking,75,Male,Acid
16-03-2023,16-03-2023,7,Kandivali East,9,Kidnapping,66,Male,None
10-05-2022,30-04-2022,19,Mira Road West,8,Kidnapping,8,Female,Blunt Object
09-02-2021,07-02-2021,19,Dahisar West,1,Robbery,74,Female,Gun
27-05-2021,18-05-2021,3,Kalina (Santacruz East),7,Attempt to Murder,18,Female,Blunt Object
21-01-2022,17-01-2022,20,Vasai Industrial Area,7,Kidnapping,62,Other,None
26-08-2020,25-08-2020,12,Bandra Kurla Complex,5,Kidnapping,74,Male,Blunt Object
23-07-2020,21-07-2020,22,Juhu,8,Drug Possession,52,Female,Poison
07-07-2023,05-07-2023,23,Bandra East,6,Fraud,52,Other,Acid
20-12-2024,16-12-2024,16,Pali Naka (Khar),7,Kidnapping,73,Male,Explosives
01-02-2021,30-01-2021,12,Charkop (Kandivali West),4,Cyber Crime,6,Male,Blunt Object
21-01-2023,18-01-2023,12,Bhayandar Central,1,Human Trafficking,75,Female,Blunt Object
08-03-2023,07-03-2023,0,Motilal Nagar (Goregaon),8,Fraud,54,Male,Blunt Object
08-09-2021,29-08-2021,5,KC Marg,2,Riot,10,Female,Knife
05-03-2020,27-02-2020,11,Momin Nagar (Jogeshwari),6,Robbery,60,Male,None
23-05-2024,23-05-2024,22,KC Marg,8,Attempt to Murder,20,Male,Blunt Object
15-12-2022,06-12-2022,0,Malad Industrial Area,3,Domestic Violence,20,Female,Explosives
26-03-2022,19-03-2022,23,Avdhut Nagar (Dahisar),9,Chain Snatching,36,Other,Blunt Object
21-09-2022,13-09-2022,12,Vasai Industrial Area,3,Extortion,13,Female,Gun
06-10-2021,26-09-2021,20,Panvel,8,Domestic Violence,16,Male,Poison
02-09-2023,30-08-2023,0,Andheri Market,4,Riot,58,Other,Blunt Object
21-06-2024,18-06-2024,18,Seawoods,9,Domestic Violence,54,Male,Gun
06-08-2024,05-08-2024,22,14th Road (Khar),5,Domestic Violence,80,Other,Gun
15-10-2023,05-10-2023,13,Virar West Industrial Area,3,Riot,79,Male,Explosives
11-11-2021,04-11-2021,12,Airoli Industrial Area,6,Sexual Assault,65,Male,Acid
06-05-2020,03-05-2020,14,Bandra Kurla Complex,6,Drug Possession,16,Other,Gun
22-12-2022,14-12-2022,22,Goregaon Industrial Area,9,Extortion,10,Female,Gun
26-07-2024,16-07-2024,16,Pathanwadi (Malad),8,Drug Possession,64,Female,Poison
23-09-2020,16-09-2020,10,Navi Mumbai,6,Sexual Assault,26,Female,Gun
08-03-2021,26-02-2021,15,Navi Mumbai Central,1,Attempt to Murder,25,Other,Explosives
02-06-2023,29-05-2023,19,Ranwar,2,Theft,58,Male,Poison
07-02-2021,28-01-2021,17,Panvel,2,Cyber Crime,33,Female,Acid
27-09-2021,23-09-2021,21,Charkop (Kandivali West),8,Drug Possession,11,Other,Poison
13-09-2023,06-09-2023,18,Gokuldham (Goregaon),4,Theft,47,Male,None
27-08-2021,24-08-2021,10,Dindoshi (Malad),5,Murder,48,Other,Acid
12-02-2023,07-02-2023,4,Thakur Complex (Kandivali East),5,Riot,32,Other,Explosives
22-11-2020,17-11-2020,13,Kandivali Industrial Area,6,Fraud,9,Female,Knife
19-06-2020,14-06-2020,16,Liliya Nagar (Malad),4,Murder,40,Male,Blunt Object
12-03-2023,11-03-2023,16,Ranwar,2,Chain Snatching,74,Male,Gun
20-02-2021,20-02-2021,16,Pandurang Wadi (Goregaon),7,Riot,12,Male,Blunt Object
23-04-2024,13-04-2024,18,NL Complex (Dahisar),8,Robbery,44,Male,Explosives
04-07-2024,24-06-2024,2,Shivaji Nagar (Santacruz East),1,Cyber Crime,30,Other,Blunt Object
